,content
17514,想不到 Samsug   也 有 cp 值不錯 的 手機 也 謝謝 樓主 分享 旅遊 心得 並且 完整 介紹 A51 的 各項 功能
17515,感覺 拍照 比 A50 還好 上 ㄧ 些 值得 推薦 的 中階手機
17516,雖然 只是 定位 在 中階機 的 部分 有獨 立三 卡槽 很棒 照相 部分 也 很 不錯
17517,謝謝 分享 看起 來 拍照 效果 不錯 色彩 飽和度 很棒 真是 有 CP 值 的 高階手機
17518,拍出 來 的 效果 真的 不錯 細節 也 很 清楚 真不賴
17519,今天 有到 電信 試試 真的 滿不錯 的 而且 價格 也 算 合理 下次 換手機 可以 考慮 考慮 還有 半年
17520,謝謝 開箱 分享 感覺 相當 的 不錯 呢 畫素 相當 好
17521,雖然 是 中階機 但是 可以 拍出 這麼 漂亮 的 照片 真的 還蠻 厲害 的   其實 已經 跟 旗艦 手機 拍 出來 的 照片 沒有 差 很多 感謝 您 的 旅遊 分享 喔
17522,Galaxy   A51   新竹 風城 尋幽 之 旅   拍照 拍 的 效果 不錯  
17523,今天 又 去 新光 試玩 一番 由 於 有 活動 又 剛好 爸 生日 快到 就 買 了 一支 爸爸 真的 滿 很 喜歡 果然 是 勸敗文 啊 哈哈
17524,多謝 分享 使用 Samsug   Galaxy   A51 新機 實際 拍照 不錯 看
17525,照片 非常 多 很 佢 有 參 考 價 值 感 謝 分享
17526,雖然 定位 是 中階機種 不過 拍照 的 品質 看來 還不錯 尤其 是 版大 拍照 技術 更替 A51 拍照 品質 加分 不少 恭喜 入手 好機
17527,雖然 不是 旗艦機 但 三星 手機 的 相機 都 有 不錯 的 水準 拍 起來 效果 滿 好看 的
17528,三星 的 中階機 不論 在 外表 或 內 在 真的 越來 越 可以 了 預算夠 可以 考慮
17529,手機 的 鏡頭 也 算是 有所突破   很 期待 這 一次 的 銷售
17530,三星   Galaxy   S20   很 讓 人 期待 啊 總覺 得 S 系列 的 比 較 好握 跟 NOTE 比起 來
17531,今年 2020 年 三星 新手 機 S20 新機型 感覺 蠻 有意思 的 很 期待 欸
17532,折疊 手機 的 外機 色系 蠻不錯 的 基本 色系 和 柔和 色系 符合 市場 需求 喜歡 紫色 和 粉色
17533,我 還是 比較 喜歡 第一代 的 原因 是 螢幕 較 大
17534,顏色 都 很 吸引 人有 紫色 紅色 還有 女生 喜愛的 粉色
17535,Galaxy   Z   Flip 看起 來 很 不錯 啊 希望 盡快 看到 發表會
17536,感謝 分享 剛剛 下載 稍微 體驗 後 感覺 這幾款 的 相機 功能 都 好 棒 也 很 有趣 喔
17537,相信 這代 的 價格會 是 一大 關鍵 決定 是否 能 讓 摺 疊 銀幕 普及 的 一切
17538,三星   Galaxy   S20 真的 很 令人 期待 啊 五色 可偶 好好 的 選 一下 了
17539,CPU 規格 和 價格 看來 都 很 令人 期待 不 知道 moto 到 時會 不會 有 甚麼 方案 來應 對
17540,期待 三星   Galaxy   Z   Flip 的 紫色 、 藍色 、 紅色 、 粉色 等 顏色 看 了 會 覺得 漂亮
17541,好 棒 啊 新機 有 5 種外 機顏色 可選 粉色 紫色 紅色 這三種 完全 是 適合 女生 使用 蠻有 賣點 的
17542,像 傳統 貝殼機 的 折疊 方式 我 比 較 喜歡
17543,品質 穩定   可以 更 CP 才 是 消費者 要 的   誰 來 接 都 可以 的
17544,有 時候 事情 換人 做做 看 也 不錯 也 須會 有 很大 的 火花 說 不 一定 呢
17545,換人 做做 看 也 不錯 或 許會 有 更好 的 成績 出來
17546,年 輕人來 接手 也 是 不錯 就 看 2020 的 三星 會 有 如何 改變
17547,換年 輕人 當家 後 2020 的 Samsug 新機 應該 會 很 令人 期待
17548,三星 這也 算是 正常人 事 交接 期待 有 新氣象
17549,S20   Ulta 螢幕 大到   69   吋 100 倍 也 蠻 讓 人 期待 的
17550,Galaxy   S20   Ulta 的 出現   令人 耳目一新
17551,很高 規格 的 相機   其他 應該 也 不差   只是 價格 應該 會 創 新高
17552,S20   Ulta 的 規格 感覺 很棒     100 倍 變焦 感覺 很 厲害   期待 推出
17553,看來 S20   系列 機種 相機 超有 看頭 的 不過 不要 因此 又 漲價 啊 超級 期待 相關 成像 消息 看看 到底 有多強
17554,三星 新旗艦 手機 的 拍照 功能 引領 變焦 新技術 真的 是 非常 厲害
17555,S20 系列 也 快 發表 了 真 好奇 會帶 來 甚麼 更 厲害 的 相機現 在 主要 戰場 已經 搬 到 相機 上面 了
17556,期待 第一季 第二季 能 看到 S20 價錢 合理 的 話 會 考慮 購入 的 S10 已經 知名 youtube 盲選下 第一 了
17557,看到 S20 的 間 諜機 流出 真的 就是 把 這個 鏡頭 整個裝 到手 機 背面 真是 有夠 酷炫
17558,Galaxy   S20   Ulta 的 外型 與 鏡頭 配置   期待 正式 發 佈 上市 的 分享 實測
17559,期待 100 倍變 焦不過 只要 有 15X 混和變 焦 我 就 很 開心 了
17560,這價格 還不錯 還有 超廣角 鏡頭現 在 三星 的 A 系列 在 外型 方面 設計 得 都 滿 耐看 的
17561,價格 有 吸引力 功能 全面 效能 堪用備 用機 可以 考慮
17562,以 中階來 說   這 功能 已經 非常 齊全 好 用 了
17563,螢幕 很漂亮  
17564,桌布 也 漂亮
17565,有 螢幕 指紋 辨識 感覺 很棒 價格 方面 還算 不差
17566,簡單 就是 好看
17567,還有 超廣角 鏡頭 很 有 賣點
17568,三星 A 系列 CP 值 一直 都 很 高 我 跟 我弟 都 用 A 系列
17569,規格 和 功能 都 蠻 不錯 的   外型 也 蠻 好看 的 價格還 可以
17570,這 隻 中階機 有 螢幕 指紋 辨識 真是 好 棒棒
17571,以 中階機 來 說 這配 備給 的 很 不錯 耶 重點 是 有 加入 廣角 鏡頭 這個 我 喜歡
17572,三星   Galaxy   A 系列 中階款 陸續 待發   功能 是 越來 越錯 可以 期待
17573,中價位 的 三星 Galaxy   A 系列 CP 值 一直 都 很 不錯  
17574,A30s 推出 囉 有 興趣 的 可以 實際 試用 比 較 一下
17575,超廣角 三鏡 機挺 不錯 滿有 競爭力 的 規格 也 不錯
17576,很 有 科技 感  
17577,好像 很酷 啊 好 有 未來 感 啊 真的 很 像 電影會 出現 的 東西 很 希望 趕快 看到 實體
17578,全 像 投影 也 是 一個 很酷 的 技術 三星 研發 的 黑 科技 真不少
17579,看起 來 是 很酷 但 實際 應用 不 知道 方不 方便 還有 價格 也 是 一個 很大 的 重點
17580,期待 有 一天 手機 能 超越 現有 框架 很久以前 就 很 期待 有天 手機 螢幕 是 用 投影 的 方式 呈現
17581,最近 三星 拿出 的 專利還 真不少 加油 希望 能 盡快 問世
17582,好酷 啊 ～ S11 值得 期待 沒 意外 光圈 的 改款 手機 的 創新 熱賣 一波
17583,S11   若 是 採用 全像 投影 配件 專利   搭配 S   PEN   簡直 全能
17584,第一次 看到 這麼 酷 炫 的 idea 現在 投影 到 小小 螢幕 未來 應該 有 機會 像 電影般 投射 到 大 螢幕 人人 都 變成 湯姆克魯斯 一樣 厲害
17585,感覺 是 個 很酷 炫 的 功能 也許 很多 人會衝 這點 購買
17586,這個 三星 全 像 投影 新 專利 真的 很酷 搭配 的 全像 投影 底座 配件 當 把手 機放進 底座 時不僅 可 投射 時間 、 通知 等等 資訊還 可以 直接 觸控 投影 出來 的 控制 項 真的 滿像 阿湯哥 的 電影 未來 科技 真的 越來 越酷 囉
17587,科技 感 十足 不過 價格 應該 不 便宜 不 知道 耗不耗電
17588,這個 投影 底座 感覺 很酷     期待 搭載 這個 功能 的 手機 推出
17589,科技 來 自 於 創新 的 想法 能夠 實現 夢 想 真的 很 厲害
17590,全 像 投影 配件 這 功能 好潮 哦 充滿 科技 感
17591,蠻 期待 的 希望 能 趕快 看到 實體 機種
17592,不錯 喔 等 成品 出來 再 來 好好 瞧瞧 囉
17593,期待 這個 功能 感覺 滿 COOL 的 很 像 車子 的 應用 方式
17594,感覺 真的 很想 電影 中得 高科技 希望 真的 可以 盡快 的 推出
17595,哈哈 概念 設計 這個 沒 隱私 又 天馬 行空 應該 只是 專 利 註 冊 開 心 的
17596,低階入門 也 能 有 雙鏡頭 的 手機 算是 很 超值 了
17597,照片 看來 果然 是 相當 入門 的 外型 與 質感
17598,真的 是 很 入門 的 機種 感覺 很 適合 拿 來 搭配 0 元 方案
17599,以後手機 根本 會 變成 健康 身體 檢測機   這樣 也 不錯   手機 就 可以 測試 了   也 很 方便   不過 應該 還好 幾年 吧
17600,光譜儀 這個 功能 感覺 蠻酷 的   不過 不 知道 實不實 用
17601,Galaxy   S11   很 期待 他 的 出現 不過 希望 螢幕 可以 更 厲害
17602,能 有 守護 健康 的 功用
17603,期待 S11 手機 能 有 光譜儀
17604,手機 可以 內建光 譜 儀 很 特別 的 功能 不知 能運用 在 哪 呢
17605,還有 半年 的 時間 讓 三星 研究 一下 讓 為 s11 加入 哪些 功能 蠻 令人 期待 的
17606,看起 來 很 厲害 啊 以 後 的 健康 管理 好像 都 用 手機 了
17607,這個 功能 好像 蠻不錯 的 希望 可以 盡快 的 推出
17608,這個 技術 看 起來 還蠻 不錯 的 期待 推出
17609,WOW       好 期待 手機 的 另 一個 新 境界 但 想必 價格 也 會 是 另 一層次 吧 希望 不要 太貴
17610,超級 期待 一年 快過 了 慰勞 自己 辛苦 的 一年 買 一 隻 來 犒賞 自己 買定 了
17611,Galaxy   Fold 終於要 販售 了   好 期待
17612,Galaxy   Fold 可 在 台灣 上市 也 是 挺 意外 的 不曉得 有 多少 人會 買
17613,等 第二代 Galaxy   Fold 比較 好   畢竟 台灣出 一代 時間點 太晚 了 XD
17614,Galaxy   Fold   支援   5G   也 搭載 高通   S855   處 理器 算是 規格 很 好 的 摺 疊 旗艦 手機
17615,沒 想到 台灣會 上市 到 時候 一定 要來 體驗 看看 超級 期待
17616,三星 的 摺 疊 手機 還不錯 看 期待 正式 上市 的 實機 分享
17617,這是 我 的 黑色 N10 + xa0   xa0   xa0 我覺 得 N10 + 還是 目前 市面上 質感 最好 功能 最齊全 的 手機 使用 上 完全 沒 問題 xa0   xa0   xa0 而且 今年 安卓 10 更新 提早 了 xa0   xa0   xa0   ONEUI20 也 提早 報到 所以 對 三星 的 更新 非常 滿意 xa0   xa0   xa0 因為連 安全性 更新 都 至少 可以 有 3 - 4 年 xa0   xa0   xa0 就連 我 的 舊 手機 S7E 都 還有 在 做 更新 xa0   xa0   xa0   xa0 這是 很多 品牌 做 不 不到 的 xa0xa0
17618,超好 用 的 s7   edge 阿 要不是 現 在手 機 的 照相 功能 進步 的 太快 太強 了 ( 超廣角 、 超級 夜景 模式 ) 剛好 我 又 是 很 喜歡 拍照 的 人 不然 老實 說 s7   edge 還是 很 好 用 的 使用 起來還 很 順暢 該 有 的 都 有
17619,人生 第一支 的 Samsug   Galaxy 看 照片 紀錄 的 日期 是 在 20121021 的 NOTE2 上手 後 就 愛上 了 那 支筆 那 支筆 的 方便性 幫 我 在 工作 上無時 無刻 都 可以 隨手 紀錄 開會 也 不用 再 帶筆 記本 真的 很 好 用 又 方便 之後接 續還 入手 過 NOTE4 轉眼 到現 在 已 經過 8 年 了 有 機會 這代 的 NOTE10 再 入手 來 玩玩 xa0
17620,1 、 原本 非常 討厭 韓國產品 但是 看到 S2 廣告 哇 輕薄 超大 螢幕成 為 我 第一支 智慧 手機 2 、 第二 是 日本 客 製 化 的   J 高通 CPU 漂亮 外型 比 S4 好看 多 了 用到 現在 6 年 被 小孩 摔壞 螢幕 仍 使用 中 3 、 喜歡 平面 螢幕 所以 選擇 S7 隨手 拍 都 好看 的 相機 51 吋 剛好 放 口袋 的 手機 男士 最愛 4 、 ote   1063 吋 螢幕 沒 平面 螢幕 只好 選 NOTE10 已經 是 我 的 上限 ( 口袋 塊 放 佈 下 了 ) 隨手 拍 都 是 好 照片 使用 三星 手機 是 因為 安卓陣 營中 拍照 最 穩定 、 隨手 拍 都 不錯 看 更新 也 少有 問題 且 都 很 耐用 S2 到現 在 都 可以 開機
17621,我 的 GALAXY   Note   3 個 人 最 喜歡 就是 S   Pexa0 的 功能 全能 貼 快速 截圖 xa0Memo 等等 雖說現 在 不是 使用 主力 機旦 在家 裡還 是 會 拿 來 用 畢竟 用 S   Pexa0 真的 很 方便 當初 會換 掉 他 是 因為 不 支援 4G 網路旦 沒有 購入 後 繼機種 是 因為 曲面 螢幕個 人 還是 偏 愛 平面 螢幕 啦 Note   10   Lite 的 出現 又 燃起 對 於 購買 NOTE 系列 的 慾 望 xa0
17622,我 一直 都 是 三星 NOTE 系列 的 愛好者 目前 現役 的 是 Samsug   Galaxy   Note   9 因為 從 Note   4 的 那 支筆 就 愛上 了 Note 系列 了 之 後 也 用過   Note   5Note 系列 我 最愛的 還有 它 拍照 與 音樂 的 強項 幾乎 可堪稱 全能型 的 旗艦 機種 三星 手機 專有 的 Samsug   Pay 也 是 唯一 使用 的 行動 支付 真的 很棒
17623,S9 用 了 一陣子 了 拍照 錄影 都 很 不錯 也 從 沒 發生 當機 需要 重置 等 情況 用 得算蠻 滿意 的 用過 拍照 錄影 就 會 令人 繼續 想 用 三星 的 高階手機 也 期待 會 有 更好 更進 一步 的 新 功能 出現
17624,我 的 s10e 用 好 一陣子 了 ～ ～ ～ 帶 這台 手機 健身 很 方便 ～ ～ ～ 小台然 後 防水 所以 我 可以 帶著 運動 ～ ～ ～ 大致 上 都 很 滿意 ～ ～ ～ 去 淋浴 間 我 也 帶 在 身邊 ～ ～ ～ 不用 怕 手機 被 偷走 像 我 一樣 每天 運動 的 人 還是 小支 手機 方便
17625,拿過 蠻 多支 Galaxy 手機   最喜歡 的 一支 是 Galaxy   Note5   就 當時   Note5 搭載 的 Exyos7420 處 理器 使用 起來 是 非常 的 順暢 而且 還有 優異 的 相機   還有   有 許多 實用 功能 的   S   Pe  
17626,以及 非常 好看 的 外型   三星 的 旗 艦機 每 一年 都 有 著 令人 驚艷 的 新 設計 期待 三星 今年 的 旗艦 機種 推出
17627,家人 在 使用 的 Galaxy   S8 也 用 了 快 3 年 了
17628,這 隻 2017 年 的 Galaxy   S8 可是 有無線 充電 的 功能 Galaxy   S8 除了 58   S - AMOLED 螢幕 很棒 以及 拍照 清晰 之外 S8 的 擴音 喇叭 很大 聲
17629,這是 我 內 人 使用 的 三星 手機 Samsug   Galaxy   A7   ( 2016 ) 2016 年購 買 已經 使用 三年 多 了 操作 、 使用 一切正常 三星 手機 的 功能 和 品質 確實 不錯 值得 信 託
17630,自從 2019 年 8 月 預購換 Note10 + 之 後 就 一直 愛不釋 手 尤其 是 台版旗 艦 SOC 經歷 5 年 的 獵戶 座終 於 又 改回 高通 真的 很棒 正 中央 挖孔 螢幕 看 影片 很爽 另外 因為 震動馬達 又 進化 了 現在鍵 盤 打字 都 開震動 回饋 也 很爽 最 後 希望 之後能 一直 讓 我 正常 使用 到 下 一款 Note 囉
17631,s10 + 真的 好用       一開機 就 看到 超 美的 螢幕     不管 是 追劇 或是 打遊戲 都 超爽 的     拍照 超 好看   系統 也 是 順到 不行   我 是 萬年 三星 粉
17632,還有 ote2xa0   ote   edgexa0   xa0alpha 三 隻 沒 拍 中間 也 用過 moto 小米   HTC   Iphoe 最後還 是 比 較 喜歡 三星 些 多重 視窗   防水   優良 的 保固 服務 xa0   雙 喇叭   便利 快速 的 備份 到 新機   都 是 回不去 的 功能 中間 也 買過 3 之手 錶   但 都 蠻 少用 的 哈哈 xa0
17633,我 的 智慧型 手機 主力 機歷史 Nokia   N97 → SE   X10 → HTC   Sesatio   XE → SONY   Xpeia   S → Apple   i5 → HTC   Buttefly → HTC   Oe → HTC   Oe   M8 → Shap   SH - 05F → Shap   SH - 02G → Samsugxa0S6   Edge + → Shap   SHV34 → Apple   i7 → Samsug   Note8 → Samsugxa0Note10 + ( 順序 應該 是 沒錯 啦 回 想起 有點 難度 XD ) 從 最早 討厭 三星 到後來 的 最 愛 只能 說 是 S6   Edge + 開始 改變 了 我 啊 入 坑 三星 的 契機 當時 因為 S6   Edge + 顏色 跟 外型 完全 是 我 的 菜 所以 就 想 說 好 吧給 三星 一次 機會 吧 反正 全球 銷量 那麼 好 應該 也 不會爛 到 哪 結果 還真 好 用 阿後來 是 因為 到 日本 而 日本 的 三大電信 海外 的 手機 是 不能 使用 的 所以 才 忍痛 放棄 S6   Edge + 然後因 為 SHV34 有點 小 問題 所以 用 了 不到 2 個 月 就 馬 上換 i7 而 為 什麼 會換 i7 的 原因 很 簡單 因為 它 便宜 ( 沒錯 你 沒 聽 錯 當時 搭配 方案 的 話 i7 比 其他 Adoid 的 旗艦 機還 便宜 所以 想 說 才 剛買 手機 沒 多久 又 要換 選個 便宜 一點點 的 好 了 ) 一段 小 故事 ( 惱怒果 蠅 可以 直接 略過 ) 在 Note8 之前 我 是 用 iPhoe7 這個 故事 也 是 很妙 有 一天 我 跟 朋友 在燒 肉店 吃 飯 我 的 iPhoe 擺 在 桌上 手機 的 附近 放 了 一杯 玻璃 的 酒杯 結果 有 一位 客人 剛進店 背著 包包 走過 我們 座位 時撞 到 我 的 酒杯 酒杯 直接 砸 在 我 的 手機 上面 結果 當場 直接 螢幕 炸裂 之 後 我 隔天 趕緊 跑 到 表參道 的 蘋果 店 修手 機當時 真的 還好 有 Apple   cae + 不然 修 螢幕 的 錢 不 知道 是 什麼 天價 還好 就 花 了 3 千 多日 圓之後修 完手機 後 我 直接 去 au 續約換 手機 那 時候 就 選 了 Note8 然後我 的 i7 就 直接 去 2 手店 賣 了 結論 是換 了 Note8 之 後 我 才 再次 感受 到 自由 的 空氣 阿 只能 說 螢幕裂 了 真 好 之後因 為 手 機合約 到 了 而 感覺 自己 使用 手機 的 頻率 也 沒 那麼 高 了 就 果斷換 Lie 電信 ( 因為 日本 三大電 信費率 真的 很 貴然後家裡 的 Wifi 也 很快 ) 也 是 因為換 了 Lie 電信 所以 我 又 可以 使用 Sim   Fee 的 手機 啦 就是 現在 的 這 隻 Note10 + 附上 現在 使用 的 手機 照片 祝 大家 也 能 選到 自己 真正 喜歡 的 手 機別 只是 怕 別人 看不起 你 而 買 了 其 實用 起來 也 還好 但是 價格 卻 很 的 手機 ( 說 真的 頭腦 正常 的 人 都 不會 因為 你 的 手 機來 判斷 你 這個 人 ) 買 Adoid 不好 嗎 至少 對 我 來 說 我 非常 喜歡 最 後 我 真的 很 喜歡 三星 的 手機 要 外型 有 外型 要校 能 有效 能 螢幕 又 是 手 機界裡 最高 級 的 拍照 對 我 來 說 也 是 非常 棒 的 xa0
17634,下圍 是 三星 NOTE8     是 我 用 三星 最好 的 用 的 手機     之前 有用 三星 S1   三星 S3NOTE 系列 是 我 第一次 使用     因為 買 的 是 福利品 所以 價位 OK 可以 接受     多 了 一枝 筆     真的 功能 方面 就 差 了 許多 好 用 喜歡 三星 高階手機 棒棒 棒   FIGHT 期待 可以 出現 更 多 新奇 好玩 的 功能
17635,前言 2011 年 從 Symbia 跳到 Adoid 時 也 曾 發過 一篇 Symbia 使用 史 “ 陪伴 我長 達 8 年 的 symbia ” 當時 由 於 Symbia 已經 走 到 末端
17636,又 很 巧合 的 從 家人 那 撿 來 了 Galaxy   S ( i9000 )
17637,流暢 的 操作
17638,當 年度 綜合 性能 最好 的 機種
17639,Exyos   4 四核 ( 4412 )
17640,Exyos   4 四核 ( 4412 )
17641,Exyos   4 四核 ( 4412 )
17642,這 世代 讓 我 心情 很 複 雜 … S3 本質 上 來 講應 該 是 很 好 的 手機
17643,高通 S600 四核
17644,高通 S800 四核
17645,高通 S800 四核
17646,高通 S800 四核
17647,高通 S800 四核
17648,優點 就是 很輕且 螢幕 很漂亮
17649,漂亮 的 螢幕 跟 Note 特有 的 多 工性 以及 超大 的 3G   RAM 讓 Note3 不管 哪一個 版本 在 台灣 都 銷售 非常 好   後 來 更 因應 台灣 市場 而 引進 更 多 頻道 支援 的 N900U 不過 已經 拿 N900 的 我面 對 台灣 4G   LTE 即將 開台 當然 不 可能 錯過 這個 台灣 的 盛事
17650,不過 台灣 對 日 系產品 總 是 很 友善
17651,包含 外觀 及 內建 桌布 等 都 多 了 濃濃 的 日本 味 這個 世代 把 主流 手機 螢幕 推上 1080P
17652,Shao 的 通訊 能力 遠比 Itel 穩定 許多
17653,所以 我 也 因此 躲過 台版 N4 常有 的 斷 訊 問題 漂亮 的 螢幕 及 高質 感 的 外觀 是 我 對 NE 的 第一印象
17654,51 ”   2K   1440P   P 排列 OLEDGalaxy   S6   Edge   全球 統一 Exyos   7 雙四核 ( 7420 )
17655,確實 非常 漂亮
17656,不論 螢幕 / 外型 / 拍照 實力 等等 都 非常 強悍
17657,算是 我用 這麼 多支 以來 很 滿意 的 前 幾名 N7 則是 … 我 還沒有 機會 玩 就 bye 了 XDSamsug   Galaxy 第八 世代 ( 2017 ) Galaxy   S8   國際 雙卡版 ( 台灣 上 這版 )
17658,E8895 的 CPU 採用 自家 的 M2 其實滿 優秀 的
17659,Exyos   9 雙四核 ( 9810 )
17660,Exyos   9 雙四核 ( 9810 )
17661,Exyos   9 雙四核 ( 9810 )
17662,這 就是 創新   將軟式 螢幕 真正 發揮 用途
17663,兩版 性能 初步 看來 依舊 是 S855 版比 較 有 優勢 ( 後 續待 確認 )
17664,反正 螢幕 / 外型 / 相機 漂亮 比較 符合 我現 在 的 生活 需求 而 我 基本上 是 會 買 Galaxy   S10
17665,但多數 總 是 都 能 為 生活 帶來 更 多 的 便利
17666,但 更 重要 的 是 都 伴 隨著 不同 的 美好 回憶
17667,購買型態 也 從 螢幕 越大越 好 轉變 為 喜歡 精 緻 輕 巧
17668,回頭 看看 那個 曾 經為 了 玩遊戲 而 性能 至上 的 我 到 現 在 只 喜歡 漂亮 的 螢幕 跟 相機 小 時候 總覺 得 只有 日本 跟 歐洲 的 科技 品牌 是 最好 的
17669,讓 大家 都 能 輕 鬆 選 到 最 適 合 屬 於 自己 的 生活 夥伴
17670,很 幸運 這次 在 比價王 拿到 大獎 ote10 + 已經 打算 在 接下 來 的 三四年 讓 ote10 + 陪 我 一起 走 等 過年 再 來 把 資料 轉移 過去 開始 使用 很 期待 三星 ote10 + 強悍 的 拍照 功能 能 讓 我 留下 更 多 的 好 照片
17671,自從 開始 用 3G 手機 後 就 一直 拿 三星 手機 S2   >   Mega   63   >   Galaxy   J   >   A7   2016   >   Note   9 旗艦 或 中階都 用過 目前 服役 的 是   Note   9 因為 不 玩手 遊 所以 不在乎 跑 分比 較 差 的 問題 只求 操作 流暢 便利 照相 功能 強大電 池續 航力 久 S   Pe   真是 工作 上 筆記 的 好 幫手 缺點 就是 曲面 螢幕 比 較華而 不實 最近 升級 了 安卓 10 、 Oe   UI   20 變得 更好 用 了 應該 可以 再戰 3 年
17672,一路 從   Galaxy   Note4   → xa0Note7   → xa0Note5   → xa0Note8   → xa0Note10 +   使用 過來 見證 了 Note 系列 功能 不斷 地 進化 最 重要 的 靈魂 xa0S   Pe   功能 早已 不 只是 一支 單純 寫 字 的 觸控筆 已經 做到 可以 遙控 手機 拍照 、 多媒體 播放 其中 可以 搭配 手勢 操控 拍照 這個 功能 非常 實用 每次 出遊 拍 合照 時 好友 家人 都 對 這個 功能 感到 非常 驚奇 期待 未來 Note 系列 出現 更 多 更 令人 驚奇 的 新 功能 超愛 目前 使用 的 Note10 + 不論 是 外型 、 顏色 、 功能 對 我 而言 已無懈 可擊     ) xa0
17673,我 的 第一支 智慧 手機 就是 三星 S3 使用 體驗 還不錯 第二支 因為 貪圖 便宜 改用 華碩 的 ZeFoe2 剛好 碰到 機王 經常過 熱導致 自動開 關機 就算 回原廠 重修 也 是 稍微 改善 所以 再次 改用 S7edge 現役 的 是 Note9 不論 拍照 或是 Spe 還是 編輯 都 是 水準 以上 很 期待 2 月份 的 S20 系列 會有 什麼 新亮點
17674,galaxy   fold 當仁 不 讓 的 風雲機 創新 的 摺 疊 科技 必將 成為 引領 新潮流 真的 很 好 用 無論 是 瀏覽 網頁 電子 書遊戲 影音 都 讓 人 驚艷有 預算 的 建議 真的 可以 買 一 隻 來 體驗
17675,感想 都 寫 了 一篇 這應 該 很 充足   xa0 ( chujy )   Samsug   Note10 +   開箱 傑出 的 一手 當然 最新 的   A51 也 不容 錯過 美型 外觀 65   吋 的 Supe   AMOLED   O 極限全 螢幕 209   極窄邊 框並 擁有 932% 高屏 占 比 看 影片 都 好 用 拍 攝 提供   4 + 1   鏡頭 提供 後 鏡頭 4800   萬畫素   f / 20   光圈 1200   萬畫素   f / 22   超廣角 500   萬畫素   f / 22   景深 500   萬畫素   f / 24   微距   以及   3200   萬畫素 的 前鏡頭 前鏡頭 也 提供 美肌 以及 濾鏡 對 於 年 輕 朋友 是 個 好 用 的 工具 尤其   Samsug   的 拍 攝 更是 業界 有名 的 吸 睛 製 造 機   xa0   xa0xa0xa0
17676,xa0   xa0xa0   xa0   xa0   xa0   我 的 Galaxy   J7   備用機 真的 很 稱職 使用 約 三年 多到 現在 還是 超順 的 雖然 只有 15GB   RAM   和   16GB   ROM 而當 初會 喜歡 它 的 原因 是 當時 真的 賣 超好 因為 有 不少 優點 如 螢幕 55 吋 算 大 的 電池 又 可以 換重點 又 不貴 不用 它 當備 用機 那 還要 用 誰 呢 xa0xa0   xa0   xa0xa0 到現 在 雖然 改用 華碩   Zefoe5 但 偶而 它 鬧 脾氣時 Galaxy   J7 大前 輩 就 又 立馬神 救援 囉 拿 來 短 暫 的 接電話 、 Lie 、 IG 、 FB 、 youtube 或 拍照 ( 我 不 玩遊戲 ) 都 綽綽有 餘 囉 非常 感謝 Galaxy   J7 多年 的 陪伴 xa0
17677,我 的 Galaxy   J7   雖然 是 低 價位 機種 規格 不高 平常 傳   LINE 玩 Facebook 上網 找 資料 看 影片 還是 很 好 用 的 拍照 畫質 也 還不錯 當年 還是 很 受 歡迎 的 熱賣 機種 喔 今年 想選 一 隻 螢幕 不要 太 大 拍照 畫質 好 效能 還不差 的 三星 手機 ＿
17678,不錯 喔 這樣 手機 攜帶 上 方便 多 了 而且 不會 降低 目前 智慧型 手機 在 螢幕 使用 上 便利性
17679,有用 旗艦 處 理器     而且 這個 價格蠻 不錯 的     期待 推出
17680,期待 能 在 台灣 看到 實機 蠻 新奇 的
17681,看起 來 還不錯 不過 外觀 感覺 還是 moto 那台 比 較 好看 一點
17682,三星 這台 三星   Galaxy   Z   Flip 挺 值得 期待 的 出來 把 市場 吵熱
17683,規格 感覺 還蠻 不錯 的     不 知道 還會 有 什麼 新 功能   期待 推出
17684,現 在手 機要 有 驚喜 愈來 愈 難 囉 畢 竟絕 大部分 的 功能 都 能 滿足 一般 人 使用 了
17685,看來 今年 三星 打算 仍用 機海 戰術 征服 台灣
17686,Galaxy   S20   系列 很 期待 快點 出 啊 希望 可以 便宜 一點 啊
17687,期待 Galaxy   S20 + 趕快 上市 看起 來 不錯
17688,看來 今年 鏡頭 的 外型 就是 長 這樣 了 沒什麼 機會 再 變化 了
17689,我覺 得 Note   10   Lite 是 我 最 期待 的 手機
17690,個 人 最 期待 的 是 Note   10   Lite 小手 機 真的 很 好 用 啊
17691,Note   10   Lite   非常 合 我 的 胃口 可惜 太晚 推出 我 已經 買 了   Note   9 希望 未來 這種 輕旗艦 手機 還會 繼續 推出
17692,我 最 期待 s20 系列 囉 看 之前 爆料 規格應 該會 滿轟動 的 希望 cp 值能 高一 點
17693,三星 的 產品線 很 豐富     涵蓋 高中低 階個 人 也 覺得 安卓陣營     三星 絕對 是 首選
17694,A71 整體 看 起來 相當 不錯 越來 越 喜歡 A 系列
17695,三星 在 二月份 準備 上市 的 新手 機在 螢幕 和 拍照 效能 都 有 優化 非常 不錯
17696,三星 手機 真的 很 有 市場 眼光 消費者 能夠 針對 自己 的 需求 和 預算 選擇 適合 自己 的 手機
17697,三星 真的 是 新 機大 爆發 而且 高階中 階都 很 稱 職規 格外 觀水準 都 不錯 這次 發表 很 值得 期待
